celsius_temperature,specific_heat_capacity
474.61,0.6462
474.73,0.6462
474.85,0.6464
474.98,0.6464
475.11,0.6465
475.23,0.6466
475.36,0.6466
475.48,0.6466
475.61,0.6467
475.73,0.6468
475.86,0.6468
475.98,0.6468
476.11,0.6469
476.23,0.6469
476.36,0.6470
476.49,0.6471
476.61,0.6471
476.74,0.6471
476.86,0.6471
476.99,0.6472
477.11,0.6473
477.24,0.6473
477.36,0.6473
477.49,0.6474
477.61,0.6475
477.74,0.6475
477.87,0.6476
477.99,0.6477
478.12,0.6477
478.24,0.6478
478.37,0.6477
478.50,0.6478
478.62,0.6478
478.74,0.6478
478.87,0.6478
478.99,0.6479
479.12,0.6480
479.25,0.6481
479.38,0.6482
479.50,0.6483
479.62,0.6485
479.75,0.6486
479.88,0.6487
480.01,0.6488
480.13,0.6488
480.26,0.6489
480.38,0.6489
480.51,0.6489
480.63,0.6490
480.76,0.6491
480.88,0.6491
481.01,0.6492
481.14,0.6493
481.26,0.6494
481.39,0.6494
481.51,0.6494
481.64,0.6495
481.76,0.6496
481.89,0.6497
482.01,0.6498
482.14,0.6498
482.27,0.6499
482.39,0.6501
482.51,0.6502
482.64,0.6503
482.77,0.6504
482.89,0.6505
483.02,0.6505
483.14,0.6506
483.27,0.6507
483.40,0.6508
483.52,0.6508
483.65,0.6509
483.78,0.6511
483.90,0.6512
484.03,0.6513
484.16,0.6513
484.28,0.6514
484.40,0.6516
484.53,0.6516
484.65,0.6517
484.78,0.6517
484.91,0.6519
485.03,0.6520
485.16,0.6520
485.28,0.6521
485.41,0.6522
485.54,0.6523
485.66,0.6525
485.78,0.6526
485.91,0.6527
486.04,0.6528
486.16,0.6528
486.29,0.6529
486.41,0.6528
486.54,0.6529
486.66,0.6530
486.79,0.6531
486.92,0.6533
487.04,0.6533
487.17,0.6533
487.29,0.6534
487.42,0.6536
487.54,0.6536
487.67,0.6536
487.80,0.6537
487.92,0.6538
488.04,0.6540
488.17,0.6541
488.30,0.6542
488.42,0.6543
488.55,0.6543
488.67,0.6544
488.80,0.6545
488.92,0.6546
489.05,0.6546
489.17,0.6546
489.30,0.6548
489.43,0.6549
489.55,0.6550
489.68,0.6550
489.81,0.6551
489.93,0.6552
490.06,0.6553
490.18,0.6553
490.31,0.6554
490.43,0.6555
490.56,0.6557
490.68,0.6557
490.81,0.6558
490.94,0.6559
491.06,0.6560
491.18,0.6561
491.32,0.6562
491.44,0.6563
491.57,0.6564
491.69,0.6565
491.81,0.6565
491.94,0.6566
492.07,0.6568
492.19,0.6568
492.32,0.6569
492.44,0.6569
492.57,0.6570
492.69,0.6571
492.82,0.6572
492.95,0.6572
493.07,0.6573
493.20,0.6573
493.32,0.6574
493.45,0.6575
493.57,0.6575
493.70,0.6576
493.82,0.6576
493.95,0.6577
494.07,0.6577
494.20,0.6578
494.32,0.6579
494.45,0.6579
494.58,0.6579
494.70,0.6580
494.83,0.6581
494.95,0.6581
495.08,0.6582
495.20,0.6583
495.33,0.6585
495.45,0.6585
495.58,0.6586
495.71,0.6587
495.84,0.6587
495.96,0.6587
496.09,0.6589
496.21,0.6590
496.34,0.6591
496.46,0.6590
496.58,0.6591
496.71,0.6591
496.84,0.6592
496.97,0.6593
497.09,0.6593
497.21,0.6594
497.34,0.6596
497.47,0.6596
497.59,0.6596
497.72,0.6597
497.84,0.6597
497.97,0.6597
498.09,0.6598
498.22,0.6600
498.35,0.6600
498.47,0.6602
498.60,0.6603
498.72,0.6603
498.85,0.6604
498.98,0.6605
499.10,0.6605
499.22,0.6606
499.35,0.6607
499.48,0.6608
499.60,0.6608
499.72,0.6608
499.85,0.6609
499.97,0.6610
500.10,0.6610
500.22,0.6609
500.35,0.6610
500.47,0.6611
500.60,0.6612
500.72,0.6613
500.85,0.6614
500.98,0.6614
501.10,0.6615
501.23,0.6617
501.35,0.6617
501.48,0.6618
501.61,0.6619
501.73,0.6620
501.86,0.6621
501.99,0.6621
502.11,0.6622
502.23,0.6622
502.36,0.6623
502.48,0.6623
502.61,0.6624
502.73,0.6625
502.86,0.6626
502.98,0.6627
503.10,0.6628
503.23,0.6629
503.36,0.6629
503.49,0.6630
503.61,0.6631
503.74,0.6631
503.86,0.6632
503.98,0.6632
504.11,0.6633
504.23,0.6634
504.36,0.6634
504.48,0.6634
504.61,0.6636
504.73,0.6636
504.86,0.6636
504.99,0.6637
505.11,0.6637
505.24,0.6639
505.36,0.6640
505.48,0.6641
505.61,0.6640
505.73,0.6641
505.86,0.6641
505.99,0.6641
506.11,0.6644
506.24,0.6644
506.37,0.6644
506.49,0.6646
506.61,0.6646
506.74,0.6647
506.87,0.6648
506.99,0.6650
507.11,0.6650
507.24,0.6650
507.37,0.6651
507.49,0.6652
507.62,0.6653
507.74,0.6654
507.87,0.6654
507.99,0.6655
508.12,0.6656
508.25,0.6658
508.37,0.6658
508.50,0.6658
508.62,0.6659
508.75,0.6661
508.87,0.6661
509.00,0.6662
509.13,0.6663
509.25,0.6664
509.38,0.6665
509.50,0.6666
509.63,0.6667
509.75,0.6668
509.88,0.6668
510.00,0.6670
510.13,0.6672
510.25,0.6674
510.38,0.6674
510.51,0.6675
510.63,0.6677
510.76,0.6677
510.88,0.6678
511.01,0.6680
511.13,0.6680
511.26,0.6681
511.38,0.6682
511.51,0.6683
511.63,0.6684
511.76,0.6685
511.88,0.6686
512.01,0.6687
512.13,0.6687
512.26,0.6687
512.38,0.6688
512.51,0.6688
512.63,0.6690
512.76,0.6691
512.89,0.6692
513.01,0.6694
513.14,0.6695
513.26,0.6696
513.38,0.6698
513.51,0.6699
513.64,0.6700
513.76,0.6701
513.89,0.6702
514.01,0.6703
514.14,0.6703
514.26,0.6705
514.38,0.6706
514.51,0.6707
514.64,0.6708
514.77,0.6709
514.89,0.6710
515.01,0.6710
515.14,0.6711
515.26,0.6712
515.39,0.6712
515.51,0.6714
515.64,0.6715
515.77,0.6715
515.89,0.6717
516.02,0.6717
516.15,0.6718
516.27,0.6718
516.39,0.6719
516.52,0.6720
516.64,0.6721
516.77,0.6721
516.89,0.6722
517.02,0.6723
517.14,0.6723
517.27,0.6724
517.39,0.6725
517.51,0.6725
517.64,0.6726
517.77,0.6727
517.89,0.6727
518.02,0.6728
518.14,0.6729
518.27,0.6729
518.39,0.6730
518.51,0.6730
518.65,0.6732
518.77,0.6732
518.90,0.6732
519.02,0.6733
519.14,0.6733
519.27,0.6734
519.40,0.6735
519.52,0.6735
519.65,0.6736
519.78,0.6736
519.90,0.6737
520.02,0.6738
520.15,0.6739
520.27,0.6740
520.40,0.6740
520.52,0.6741
520.65,0.6742
520.77,0.6742
520.90,0.6744
521.03,0.6745
521.15,0.6746
521.27,0.6747
521.40,0.6748
521.52,0.6748
521.65,0.6748
521.77,0.6748
521.90,0.6748
522.02,0.6749
522.15,0.6749
522.28,0.6750
522.40,0.6750
522.53,0.6751
522.65,0.6753
522.77,0.6753
522.90,0.6754
523.02,0.6755
523.15,0.6756
523.27,0.6757
523.40,0.6758
523.52,0.6759
523.64,0.6758
523.77,0.6758
523.90,0.6759
524.02,0.6760
524.15,0.6760
524.27,0.6762
524.40,0.6762
524.52,0.6763
524.65,0.6763
524.78,0.6763
524.90,0.6764
525.02,0.6764
525.15,0.6765
525.28,0.6766
525.40,0.6766
525.53,0.6766
525.65,0.6767
525.77,0.6768
525.90,0.6769
526.02,0.6770
526.15,0.6771
526.27,0.6772
526.39,0.6773
526.52,0.6774
526.65,0.6775
526.77,0.6776
526.89,0.6776
527.02,0.6777
527.14,0.6778
527.27,0.6778
527.39,0.6779
527.52,0.6779
527.64,0.6780
527.77,0.6782
527.90,0.6783
528.02,0.6784
528.15,0.6785
528.27,0.6785
528.39,0.6785
528.52,0.6786
528.64,0.6788
528.77,0.6788
528.89,0.6789
529.02,0.6789
529.14,0.6791
529.26,0.6791
529.39,0.6792
529.52,0.6793
529.64,0.6793
529.77,0.6794
529.89,0.6795
530.02,0.6796
530.14,0.6797
530.27,0.6799
530.39,0.6799
530.52,0.6800
530.64,0.6802
530.77,0.6803
530.90,0.6804
531.02,0.6805
531.15,0.6806
531.27,0.6808
531.39,0.6809
531.52,0.6809
531.64,0.6810
531.77,0.6810
531.90,0.6811
532.02,0.6812
532.15,0.6812
532.27,0.6814
532.39,0.6815
532.51,0.6816
532.64,0.6817
532.76,0.6819
532.89,0.6819
533.02,0.6820
533.14,0.6821
533.27,0.6821
533.39,0.6821
533.51,0.6823
533.64,0.6824
533.76,0.6825
533.88,0.6826
534.01,0.6828
534.14,0.6829
534.27,0.6829
534.39,0.6831
534.51,0.6831
534.64,0.6832
534.76,0.6833
534.89,0.6834
535.01,0.6836
535.14,0.6837
535.26,0.6838
535.38,0.6839
535.51,0.6839
535.63,0.6840
535.76,0.6842
535.88,0.6842
536.01,0.6843
536.13,0.6844
536.26,0.6845
536.38,0.6847
536.51,0.6846
536.63,0.6848
536.76,0.6848
536.89,0.6848
537.01,0.6849
537.13,0.6850
537.25,0.6851
537.38,0.6851
537.50,0.6851
537.63,0.6851
537.76,0.6853
537.88,0.6855
538.01,0.6856
538.13,0.6857
538.25,0.6858
538.38,0.6858
538.51,0.6859
538.63,0.6860
538.75,0.6861
538.88,0.6861
539.00,0.6863
539.12,0.6864
539.25,0.6865
539.38,0.6866
539.50,0.6866
539.63,0.6867
539.76,0.6868
539.88,0.6869
540.00,0.6869
540.13,0.6870
540.25,0.6871
540.37,0.6872
540.50,0.6872
540.62,0.6873
540.75,0.6874
540.88,0.6874
541.00,0.6876
541.12,0.6876
541.25,0.6877
541.37,0.6878
541.50,0.6879
541.62,0.6880
541.75,0.6881
541.87,0.6881
541.99,0.6881
542.12,0.6882
542.25,0.6883
542.38,0.6884
542.50,0.6884
542.62,0.6884
542.75,0.6884
542.88,0.6886
543.00,0.6887
543.12,0.6888
543.25,0.6890
543.37,0.6891
543.50,0.6891
543.62,0.6892
543.75,0.6893
543.88,0.6894
544.00,0.6894
544.12,0.6895
544.24,0.6895
544.37,0.6896
544.50,0.6897
544.63,0.6898
544.75,0.6899
544.87,0.6899
545.00,0.6900
545.12,0.6901
545.25,0.6901
545.37,0.6901
545.49,0.6903
545.62,0.6905
545.75,0.6905
545.87,0.6905
546.00,0.6905
546.12,0.6906
546.25,0.6908
546.37,0.6908
546.49,0.6910
546.62,0.6912
546.74,0.6913
546.86,0.6913
546.99,0.6914
547.12,0.6914
547.24,0.6916
547.36,0.6917
547.49,0.6917
547.61,0.6918
547.74,0.6920
547.86,0.6922
547.99,0.6922
548.12,0.6924
548.24,0.6924
548.36,0.6925
548.49,0.6926
548.61,0.6927
548.74,0.6928
548.87,0.6930
548.99,0.6930
549.12,0.6931
549.24,0.6932
549.36,0.6934
549.49,0.6934
549.61,0.6934
549.74,0.6936
549.86,0.6938
549.99,0.6938
550.11,0.6939
550.23,0.6940
550.36,0.6941
550.49,0.6943
550.61,0.6943
550.73,0.6944
550.86,0.6944
550.98,0.6945
551.11,0.6947
551.23,0.6948
551.36,0.6949
551.48,0.6949
551.61,0.6950
551.73,0.6952
551.86,0.6953
551.99,0.6953
552.11,0.6955
552.23,0.6956
552.36,0.6957
552.48,0.6958
552.61,0.6960
552.73,0.6961
552.85,0.6963
552.98,0.6964
553.10,0.6964
553.23,0.6965
553.36,0.6966
553.48,0.6966
553.60,0.6968
553.73,0.6969
553.86,0.6969
553.98,0.6970
554.10,0.6971
554.23,0.6973
554.36,0.6973
554.48,0.6975
554.61,0.6976
554.73,0.6976
554.86,0.6977
554.98,0.6979
555.11,0.6979
555.24,0.6981
555.35,0.6982
555.47,0.6983
555.61,0.6983
555.73,0.6984
555.85,0.6985
555.98,0.6986
556.10,0.6987
556.23,0.6989
556.35,0.6989
556.48,0.6991
556.60,0.6992
556.73,0.6993
556.85,0.6994
556.98,0.6995
557.11,0.6995
557.23,0.6996
557.35,0.6996
557.47,0.6998
557.60,0.6999
557.73,0.6999
557.85,0.7000
557.97,0.7002
558.10,0.7003
558.22,0.7005
558.34,0.7006
558.47,0.7007
558.60,0.7007
558.72,0.7008
558.84,0.7010
558.97,0.7011
559.09,0.7013
559.22,0.7013
559.34,0.7014
559.47,0.7015
559.60,0.7016
559.72,0.7018
559.84,0.7020
559.97,0.7022
560.10,0.7023
560.22,0.7023
560.35,0.7024
560.47,0.7025
560.60,0.7025
560.72,0.7026
560.85,0.7027
560.97,0.7029
561.09,0.7030
561.21,0.7031
561.34,0.7033
561.46,0.7034
561.59,0.7034
561.71,0.7035
561.84,0.7036
561.97,0.7038
562.09,0.7039
562.21,0.7041
562.34,0.7042
562.46,0.7041
562.58,0.7042
562.71,0.7043
562.84,0.7044
562.96,0.7045
563.08,0.7046
563.21,0.7047
563.34,0.7048
563.46,0.7050
563.59,0.7051
563.71,0.7052
563.83,0.7053
563.96,0.7054
564.08,0.7055
564.21,0.7057
564.33,0.7057
564.46,0.7057
564.58,0.7059
564.71,0.7060
564.83,0.7060
564.96,0.7060
565.08,0.7062
565.20,0.7062
565.33,0.7063
565.46,0.7064
565.58,0.7064
565.71,0.7065
565.83,0.7067
565.95,0.7068
566.08,0.7067
566.20,0.7069
566.33,0.7070
566.45,0.7071
566.58,0.7073
566.71,0.7074
566.83,0.7074
566.95,0.7074
567.08,0.7074
567.20,0.7076
567.32,0.7077
567.45,0.7077
567.58,0.7078
567.70,0.7079
567.83,0.7080
567.96,0.7081
568.08,0.7082
568.20,0.7082
568.32,0.7083
568.45,0.7085
568.58,0.7086
568.70,0.7087
568.82,0.7089
568.95,0.7090
569.07,0.7091
569.20,0.7092
569.32,0.7092
569.45,0.7093
569.57,0.7094
569.70,0.7095
569.82,0.7096
569.94,0.7097
570.07,0.7097
570.19,0.7098
570.32,0.7098
570.44,0.7099
570.56,0.7100
570.69,0.7102
570.81,0.7102
570.94,0.7103
571.06,0.7104
571.19,0.7105
571.31,0.7106
571.44,0.7107
571.56,0.7108
571.69,0.7108
571.81,0.7108
571.93,0.7108
572.06,0.7110
572.19,0.7111
572.31,0.7112
572.43,0.7113
572.56,0.7114
572.68,0.7114
572.81,0.7115
572.93,0.7116
573.05,0.7117
573.18,0.7118
573.30,0.7119
573.42,0.7119
573.55,0.7120
573.68,0.7121
573.80,0.7122
573.92,0.7124
574.05,0.7125
574.17,0.7127
574.29,0.7128
574.42,0.7129
574.55,0.7131
574.67,0.7132
574.79,0.7133
574.91,0.7134
575.04,0.7135
575.17,0.7136
575.29,0.7138
575.41,0.7139
575.54,0.7139
575.66,0.7140
575.79,0.7141
575.91,0.7142
576.04,0.7143
576.16,0.7144
576.29,0.7146
576.41,0.7148
576.54,0.7149
576.66,0.7150
576.78,0.7150
576.91,0.7151
577.03,0.7153
577.16,0.7154
577.29,0.7155
577.41,0.7156
577.53,0.7157
577.66,0.7158
577.79,0.7160
577.91,0.7160
578.04,0.7161
578.16,0.7162
578.28,0.7163
578.41,0.7164
578.53,0.7165
578.66,0.7166
578.79,0.7166
578.91,0.7167
579.03,0.7169
579.16,0.7169
579.28,0.7170
579.41,0.7170
579.53,0.7171
579.66,0.7173
579.78,0.7174
579.90,0.7175
580.03,0.7175
580.15,0.7176
580.28,0.7178
580.40,0.7179
580.52,0.7181
580.65,0.7182
580.77,0.7183
580.90,0.7184
581.02,0.7184
581.14,0.7185
581.27,0.7187
581.40,0.7188
581.52,0.7189
581.65,0.7190
581.77,0.7190
581.89,0.7190
582.02,0.7192
582.14,0.7194
582.27,0.7196
582.39,0.7196
582.52,0.7198
582.64,0.7199
582.76,0.7199
582.89,0.7201
583.01,0.7201
583.14,0.7202
583.26,0.7204
583.39,0.7204
583.51,0.7207
583.63,0.7208
583.76,0.7208
583.89,0.7208
584.01,0.7209
584.13,0.7210
584.26,0.7211
584.38,0.7211
584.50,0.7212
584.63,0.7213
584.75,0.7214
584.87,0.7215
585.00,0.7217
585.13,0.7218
585.25,0.7220
585.37,0.7220
585.50,0.7219
585.62,0.7221
585.75,0.7222
585.87,0.7223
586.00,0.7224
586.12,0.7225
586.25,0.7225
586.37,0.7227
586.50,0.7228
586.62,0.7229
586.74,0.7230
586.87,0.7231
586.99,0.7232
587.11,0.7233
587.24,0.7233
587.36,0.7234
587.49,0.7236
587.61,0.7237
587.74,0.7239
587.86,0.7239
587.99,0.7239
588.11,0.7240
588.23,0.7241
588.36,0.7242
588.48,0.7242
588.61,0.7243
588.74,0.7244
588.86,0.7245
588.98,0.7245
589.11,0.7246
589.23,0.7247
589.36,0.7248
589.49,0.7249
589.60,0.7249
589.73,0.7251
589.86,0.7252
589.99,0.7252
590.10,0.7253
590.23,0.7254
590.35,0.7254
590.48,0.7254
590.60,0.7256
590.73,0.7257
590.85,0.7258
590.98,0.7259
591.10,0.7259
591.22,0.7260
591.34,0.7260
591.47,0.7261
591.60,0.7262
591.72,0.7261
591.84,0.7261
591.97,0.7261
592.09,0.7262
592.22,0.7262
592.34,0.7263
592.46,0.7263
592.59,0.7263
592.71,0.7263
592.83,0.7263
592.96,0.7263
593.08,0.7263
593.21,0.7264
593.33,0.7263
593.45,0.7262
593.58,0.7262
593.70,0.7263
593.83,0.7262
593.96,0.7262
594.08,0.7262
594.20,0.7261
594.32,0.7261
594.44,0.7261
594.57,0.7261
594.70,0.7260
594.82,0.7260
594.94,0.7260
595.07,0.7260
595.19,0.7259
595.32,0.7258
595.44,0.7258
595.56,0.7258
595.68,0.7258
595.81,0.7259
595.93,0.7260
596.05,0.7259
596.18,0.7259
596.30,0.7259
596.43,0.7259
596.55,0.7259
596.68,0.7259
596.80,0.7259
596.92,0.7260
597.05,0.7260
597.17,0.7261
597.29,0.7261
597.42,0.7261
597.54,0.7261
597.66,0.7261
597.79,0.7262
597.91,0.7261
598.04,0.7261
598.16,0.7260
598.28,0.7260
598.41,0.7259
598.54,0.7259
598.66,0.7257
598.79,0.7257
598.91,0.7258
599.04,0.7258
599.16,0.7258
599.28,0.7259
599.41,0.7259
599.53,0.7259
599.65,0.7260
599.78,0.7259
599.90,0.7258
600.03,0.7259
600.15,0.7260
600.28,0.7259
600.40,0.7257
600.53,0.7256
600.65,0.7256
600.78,0.7255
600.90,0.7254
601.03,0.7254
601.15,0.7254
601.27,0.7253
601.40,0.7253
601.52,0.7254
601.65,0.7254
601.77,0.7254
601.90,0.7254
602.02,0.7254
602.14,0.7254
602.27,0.7253
602.40,0.7253
602.52,0.7254
602.65,0.7255
602.77,0.7254
602.89,0.7254
603.02,0.7255
603.14,0.7255
603.27,0.7256
603.39,0.7256
603.51,0.7256
603.64,0.7257
603.76,0.7258
603.89,0.7258
604.01,0.7259
604.14,0.7259
604.26,0.7260
604.39,0.7262
604.51,0.7263
604.63,0.7263
604.76,0.7264
604.88,0.7266
605.00,0.7267
605.13,0.7269
605.25,0.7270
605.38,0.7271
605.50,0.7273
605.63,0.7275
605.75,0.7275
605.88,0.7276
606.00,0.7278
606.12,0.7279
606.25,0.7281
606.37,0.7283
606.49,0.7285
606.62,0.7286
606.74,0.7287
606.87,0.7289
606.99,0.7291
607.11,0.7291
607.24,0.7293
607.36,0.7294
607.49,0.7295
607.61,0.7297
607.74,0.7298
607.86,0.7300
607.98,0.7302
608.11,0.7304
608.24,0.7305
608.36,0.7305
608.48,0.7306
608.61,0.7309
608.73,0.7310
608.86,0.7311
608.98,0.7313
609.11,0.7315
609.23,0.7315
609.35,0.7317
609.48,0.7318
609.60,0.7319
609.73,0.7320
609.85,0.7322
609.97,0.7323
610.10,0.7325
610.22,0.7325
610.35,0.7326
610.47,0.7329
610.60,0.7330
610.72,0.7331
610.84,0.7332
610.97,0.7333
611.10,0.7334
611.22,0.7335
611.34,0.7338
611.47,0.7340
611.59,0.7341
611.72,0.7342
611.84,0.7342
611.96,0.7343
612.09,0.7344
612.22,0.7346
612.34,0.7349
612.46,0.7351
612.59,0.7352
612.71,0.7354
612.84,0.7354
612.96,0.7355
613.08,0.7356
613.21,0.7357
613.33,0.7359
613.46,0.7361
613.58,0.7364
613.71,0.7365
613.83,0.7366
613.95,0.7367
614.08,0.7370
614.20,0.7372
614.33,0.7373
614.45,0.7375
614.57,0.7377
614.69,0.7379
614.82,0.7380
614.94,0.7382
615.07,0.7384
615.19,0.7386
615.32,0.7389
615.44,0.7390
615.57,0.7392
615.69,0.7394
615.81,0.7396
615.93,0.7398
616.06,0.7399
616.18,0.7400
616.30,0.7402
616.42,0.7404
616.55,0.7405
616.67,0.7407
616.80,0.7409
616.92,0.7411
617.04,0.7413
617.17,0.7415
617.29,0.7416
617.42,0.7417
617.54,0.7419
617.66,0.7420
617.79,0.7422
617.91,0.7423
618.04,0.7424
618.16,0.7426
618.28,0.7428
618.41,0.7428
618.53,0.7430
618.65,0.7432
618.78,0.7434
618.90,0.7435
619.02,0.7436
619.15,0.7437
619.27,0.7438
619.39,0.7439
619.52,0.7440
619.64,0.7441
619.77,0.7442
619.89,0.7443
620.01,0.7444
620.13,0.7446
620.26,0.7447
620.39,0.7448
620.51,0.7449
620.63,0.7448
620.75,0.7447
620.87,0.7448
621.00,0.7449
621.12,0.7450
621.25,0.7451
621.37,0.7452
621.49,0.7453
621.61,0.7453
621.73,0.7453
621.86,0.7453
621.98,0.7454
622.11,0.7454
622.23,0.7455
622.35,0.7456
622.47,0.7456
622.60,0.7457
622.72,0.7457
622.85,0.7458
622.97,0.7458
623.09,0.7459
623.22,0.7461
623.34,0.7462
623.46,0.7462
623.59,0.7463
623.71,0.7464
623.83,0.7465
623.96,0.7465
624.08,0.7467
624.21,0.7469
624.33,0.7470
624.45,0.7471
624.57,0.7472
624.70,0.7473
624.82,0.7473
624.94,0.7474
625.06,0.7475
625.19,0.7477
625.32,0.7479
625.44,0.7480
625.57,0.7481
625.69,0.7482
625.81,0.7484
625.93,0.7486
626.06,0.7488
626.18,0.7490
626.31,0.7492
626.43,0.7493
626.55,0.7494
626.68,0.7497
626.80,0.7498
626.92,0.7500
627.05,0.7501
627.17,0.7503
627.29,0.7506
627.41,0.7508
627.54,0.7509
627.66,0.7512
627.78,0.7514
627.91,0.7517
628.03,0.7520
628.15,0.7522
628.28,0.7525
628.40,0.7527
628.52,0.7529
628.65,0.7532
628.77,0.7534
628.90,0.7536
629.02,0.7539
629.15,0.7541
629.27,0.7544
629.39,0.7547
629.52,0.7549
629.64,0.7551
629.77,0.7554
629.89,0.7556
630.01,0.7559
630.13,0.7562
630.26,0.7564
630.38,0.7566
630.50,0.7569
630.62,0.7572
630.75,0.7573
630.87,0.7576
631.00,0.7578
631.13,0.7580
631.25,0.7582
631.37,0.7584
631.49,0.7586
631.62,0.7589
631.74,0.7591
631.87,0.7593
631.99,0.7595
632.11,0.7598
632.23,0.7601
632.36,0.7604
632.49,0.7607
632.61,0.7609
632.73,0.7611
632.86,0.7614
632.98,0.7617
633.10,0.7619
633.22,0.7621
633.34,0.7623
633.47,0.7624
633.60,0.7628
633.72,0.7631
633.84,0.7632
633.97,0.7634
634.09,0.7636
634.22,0.7639
634.34,0.7640
634.46,0.7642
634.59,0.7644
634.72,0.7646
634.83,0.7649
634.96,0.7651
635.08,0.7653
635.21,0.7656
635.33,0.7657
635.46,0.7660
635.58,0.7663
635.70,0.7664
635.82,0.7666
635.95,0.7668
636.07,0.7669
636.20,0.7672
636.32,0.7675
636.44,0.7676
636.57,0.7678
636.69,0.7681
636.82,0.7683
636.94,0.7684
637.06,0.7686
637.18,0.7688
637.31,0.7690
637.43,0.7693
637.56,0.7694
637.68,0.7696
637.80,0.7698
637.92,0.7701
638.05,0.7704
638.17,0.7706
638.29,0.7709
638.42,0.7711
638.55,0.7713
638.67,0.7715
638.79,0.7717
638.91,0.7719
639.04,0.7721
639.16,0.7724
639.28,0.7726
639.41,0.7728
639.53,0.7731
639.66,0.7734
639.78,0.7737
639.90,0.7738
640.03,0.7742
640.15,0.7744
640.27,0.7746
640.40,0.7749
640.52,0.7751
640.64,0.7753
640.77,0.7755
640.89,0.7759
641.02,0.7762
641.14,0.7764
641.26,0.7768
641.39,0.7769
641.51,0.7772
641.63,0.7774
641.76,0.7776
641.88,0.7778
642.01,0.7782
642.13,0.7783
642.25,0.7786
642.38,0.7789
642.50,0.7791
642.62,0.7793
642.75,0.7796
642.87,0.7799
643.00,0.7802
643.12,0.7804
643.25,0.7807
643.37,0.7810
643.50,0.7812
643.62,0.7814
643.75,0.7817
643.87,0.7819
643.99,0.7821
644.11,0.7825
644.24,0.7827
644.36,0.7830
644.48,0.7832
644.61,0.7834
644.73,0.7838
644.86,0.7840
644.98,0.7843
645.10,0.7846
645.23,0.7848
645.36,0.7851
645.47,0.7853
645.60,0.7856
645.72,0.7858
645.85,0.7860
645.98,0.7862
646.10,0.7864
646.22,0.7867
646.35,0.7868
646.48,0.7870
646.60,0.7872
646.72,0.7874
646.85,0.7876
646.97,0.7879
647.09,0.7881
647.22,0.7885
647.34,0.7887
647.46,0.7890
647.59,0.7892
647.72,0.7894
647.84,0.7896
647.96,0.7900
648.09,0.7902
648.21,0.7905
648.34,0.7906
648.46,0.7909
648.58,0.7911
648.70,0.7913
648.83,0.7914
648.96,0.7917
649.08,0.7920
649.20,0.7923
649.32,0.7925
649.45,0.7928
649.57,0.7930
649.70,0.7931
649.82,0.7933
649.94,0.7936
650.07,0.7938
650.19,0.7941
650.31,0.7944
650.44,0.7946
650.56,0.7949
650.69,0.7952
650.82,0.7954
650.94,0.7956
651.06,0.7958
651.18,0.7961
651.31,0.7963
651.43,0.7966
651.56,0.7968
651.68,0.7971
651.80,0.7974
651.93,0.7977
652.05,0.7979
652.18,0.7981
652.30,0.7983
652.42,0.7985
652.54,0.7987
652.67,0.7990
652.79,0.7992
652.92,0.7995
653.04,0.7997
653.16,0.7999
653.29,0.8001
653.41,0.8003
653.53,0.8006
653.66,0.8008
653.79,0.8012
653.91,0.8015
654.03,0.8016
654.16,0.8019
654.28,0.8021
654.41,0.8023
654.53,0.8025
654.65,0.8029
654.78,0.8031
654.90,0.8034
655.03,0.8036
655.15,0.8037
655.28,0.8039
655.40,0.8042
655.52,0.8045
655.65,0.8047
655.77,0.8049
655.89,0.8051
656.02,0.8053
656.14,0.8056
656.26,0.8057
656.39,0.8059
656.51,0.8062
656.64,0.8063
656.76,0.8065
656.88,0.8068
657.01,0.8069
657.14,0.8071
657.26,0.8073
657.39,0.8075
657.51,0.8078
657.63,0.8080
657.76,0.8082
657.89,0.8083
658.01,0.8086
658.13,0.8088
658.25,0.8091
658.38,0.8093
658.50,0.8096
658.63,0.8098
658.75,0.8101
658.88,0.8104
658.99,0.8106
659.12,0.8108
659.25,0.8111
659.37,0.8113
659.50,0.8114
659.62,0.8118
659.74,0.8120
659.87,0.8122
659.99,0.8124
660.12,0.8126
660.24,0.8129
660.36,0.8132
660.49,0.8134
660.61,0.8136
660.73,0.8138
660.86,0.8140
660.99,0.8142
661.11,0.8144
661.23,0.8146
661.35,0.8148
661.48,0.8150
661.60,0.8151
661.72,0.8153
661.85,0.8156
661.97,0.8159
662.09,0.8160
662.22,0.8161
662.34,0.8163
662.46,0.8166
662.58,0.8168
662.71,0.8171
662.84,0.8172
662.96,0.8174
663.08,0.8176
663.21,0.8177
663.33,0.8179
663.45,0.8181
663.58,0.8183
663.71,0.8185
663.83,0.8187
663.95,0.8190
664.07,0.8193
664.20,0.8195
664.32,0.8196
664.44,0.8199
664.56,0.8201
664.69,0.8204
664.81,0.8207
664.94,0.8209
665.06,0.8212
665.19,0.8215
665.31,0.8217
665.43,0.8219
665.56,0.8223
665.69,0.8225
665.81,0.8228
665.93,0.8230
666.05,0.8232
666.18,0.8236
666.31,0.8238
666.43,0.8241
666.55,0.8244
666.67,0.8245
666.80,0.8249
666.92,0.8252
667.04,0.8254
667.17,0.8256
667.29,0.8258
667.41,0.8260
667.54,0.8263
667.67,0.8266
667.79,0.8268
667.91,0.8271
